type,section_number,section_title,text,page
paragraph,7.7.1,Indicadores de Presión,"La conexión a proceso de los manómetros será por la parte de abajo y roscada de 1/2"" NPT-M. En servicios
con vibración, los manómetros serán de tipo rellenos de líquido. Para servicios de fluidos pulsantes se
deberá proveer snubber.
Los manómetros serán de caja fenólica o de aleación de aluminio (En ambientes muy corrosivos, la caja
de los manómetros deberá ser especificada en acero inoxidable). La caja del manómetro deberá ser de
frente sólido y con protección de ruptura “Blowout” en la parte de atrás.
El elemento será tubo “bourdon” o fuelle, de acero inoxidable 316 como mínimo. El elemento sensor debe
ser especificado para operar en un rango de -40°F a 220°F.
Los manómetros serán generalmente de dial de 4-1/2"". La escala será indicada en negro sobre fondo
blanco. Para presión de vacío será indicada en rojo sobre fondo blanco.
El rango de indicación o escala del manómetro será seleccionado tal qué, la presión normal de operación
se encuentre entre un 40% y un 70% de la escala, y que la presión máxima no exceda el tope de la escala.
Las escalas de los manómetros serán de acuerdo con los estándares del fabricante. La exactitud del
manómetro deberá ser de 0.5% de la escala (Grado 2A de acuerdo con ASME B40.100). La escala
principal del manómetro estará indicada en PSI. El manómetro deberá incluir topes por cero y máximo
valor del rango.
Los manómetros deberán ser especificados para que estén protegidos y soporten una sobre presión de
1.3 veces la máxima presión de la escala de medición.
Para manómetros en servicio de presión de vacío se utilizan los valores de presión en unidades de mmH2O
(inH2O), mmHg (in Hg).
Los indicadores de presión deberán suministrarse con certificado de calibración y materiales.",33
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 28 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1",34
section_header,7.7.2,Transmisores de Presión,,34
paragraph,7.7.2,Transmisores de Presión,"Los transmisores deberán contar con display indicado configurable en unidades de ingeniería y deberán
ser tipo smart, contar con salida 4 a 20mA como mínimo y en lo posible contar con protocolo de
comunicaciones HART a 24 VDC.
Para medición de presión manométrica o absoluta, los transmisores deberán montarse en línea o remotos.
Los transmisores de presión en montaje remoto y los transmisores de presión diferencial, deberán ser
suministrados los con kits de montaje en soporte de tipo tubo de 2”, preferiblemente en acero inoxidable.
La exactitud de los transmisores de presión y presión diferencial deberá ser de mínimo ±0.075% del span.
El material de los diafragmas para sello de montaje directo o remoto con capilar deberá ser Hastelloy C-
276 para las partes húmedas (diafragmas, lower housing en sellos de diafragma, plugs, etc.). El material
del upper housing y capilar, cuando se requiera, será acero inoxidable 316 como mínimo.
El fluido de relleno de los sellos de diafragma deberá seleccionarse para cubrir las temperaturas de
proceso y diseño de las líneas en las que serán instalados.
Los transmisores de presión deberán soportar como mínimo 1.3 veces la máxima presión de operación.
En el caso de los transmisores de presión diferencial, deberán soportar como mínimo una presión igual a
la presión de operación máxima del proceso en cualquiera de las cámaras de medición (alta o baja
presión).
Los manifolds y sellos remotos de todos los transmisores deben ser suministrados con certificado de
prueba hidrostática, la presión de prueba estará dada por el rating de la brida del sello remoto para el caso
de conexiones bridadas.
Los transmisores de presión y presión diferencial deberán suministrarse con la siguiente información típica
de calibración:
 Certificado de calibración en el rango solicitado en las hojas de datos.
 Al menos tres puntos de calibración en el rango de operación.
 Desviación de cero después de un año de operación.",34
section_header,7.7.3,Válvulas de Alivio,,34
paragraph,7.7.3,Válvulas de Alivio,"Las válvulas de seguridad y relevo serán del tipo convencional, balanceado o pilotadas según el caso
específico.",34
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 29 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
Cumplirán con los requerimientos del código ASME sección VIII, Div. I, API RP-520, 526 y 527. El tamaño
de la válvula se definirá por el cálculo del orificio de la tecnología de bombeo que seleccione el
VENDEDOR.
El tipo de válvula (Safety, Relief, Safety-Relief, Thermal-Relief, Pressure and Vacuum Break), el diseño de
la válvula (resorte cargado u operada por piloto), el tipo de sello (blandos o metálicos) y las demás
características de la válvula, como materiales, tipos de conexión y rating de presión, serán seleccionados
de acuerdo con el servicio, con la especificación de tuberías y la función requerida por el PAQUETE.
El VENDEDOR deberá verificar con los fabricantes que los instrumentos seleccionados no requieran
accesorios especiales y que su precisión no sea afectada durante la operación bajo las condiciones de
dosificación.
El área requerida del orificio mínimo se determinará de acuerdo con API RP 520, Parte I. El VENDEDOR
deberá incluir la capacidad de la válvula y el tamaño del orificio en la oferta.
Los límites de presión en la entrada y la salida estarán regidos por: los límites de presión/temperatura de
la brida (ej: Aplicable rating ASME B16.5) o por los límites del diseño del VENDEDOR.
Las caras de las bridas y las dimensiones deberán estar de acuerdo con ASME B16.5.
El material del trim normalmente es acero inoxidable 316. Otros grados de acero inoxidable se pueden
utilizar, dependiendo de la aplicación, según aprobación del CLIENTE.",35
section_header,7.7.4,Clasificación Eléctrica de Instrumentos,,35
paragraph,7.7.4,Clasificación Eléctrica de Instrumentos,"Todos los aparatos electrónicos instalados deben estar equipados con la protección adecuada para cumplir
con el requisito de la clasificación del área eléctrica especificada en la Hoja de Datos N° FFM/F-MEX-033,
exigencias de las condiciones ambientales del sitio y tropicalizados para humedad y hongos. Así mismo,
deberán contar con los certificados de aprobación.
Se deberán validar los materiales con respecto al piping class del proyecto.
El tipo de protección eléctrica a ser implementada será para intemperie sin protección de techo.
La protección mecánica mínima de los instrumentos y equipos instalados en sitio deberá ser NEMA 4X.",35
section_header,7.8,Pintura y Recubrimiento,,35
paragraph,7.8,Pintura y Recubrimiento,"El VENDEDOR debe presentar su procedimiento de pintura y recubrimiento de protección de superficies
para aprobación del CLIENTE antes de iniciar los trabajos, como mínimo deberá cumplir con la norma ISO
12944 clasificación C5 – I Very high / Industrial Areas con altos niveles de humedad.",35
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 30 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
La codificación de colores se seguirá como guía de acuerdo con la especificación del CLIENTE N° “ECP-
DHS-G-009 - Guía sobre Código de Colores y Señales Industriales, los colores finales y las definiciones
de las etiquetas se deberán confirmar con el CLIENTE por escrito antes de aplicar y etiquetar.",36
section_header,7.9,Placa de Identificación y Estampado,,36
paragraph,7.9,Placa de Identificación y Estampado,"Cada equipo del PAQUETE deberá estar provisto de una placa de identificación en SS316.
La placa de identificación se fijará al soporte (soldada al equipo) con un mínimo de cuatro (4) tornillos o
remaches de acero inoxidable. El etiquetado del equipo debe ser visible desde el frente. Toda descripción
será en español.
Las placas de identificación y los soportes de montaje de la placa de identificación deben ubicarse de
manera que no queden cubiertos por el aislamiento y se puedan leer fácilmente desde una plataforma. Los
soportes se extenderán desde el exterior del equipo para despejar el aislamiento y con suficiente acceso
para la preparación de la superficie y la pintura.
La placa de identificación deberá contener como mínimo la siguiente información:
 Nombre del cliente: ECOPETROL S.A.
 Identificación del VENDEDOR/FABRICANTE.
 Identificación o “TAG” del PAQUETE.
 Fecha de finalización de la construcción.
 Tamaño y modelo de la bomba
 Número de serie de la bomba
 Presión de prueba hidrostática de bomba.
 Capacidad de dosificación en caudal y presión
 Velocidad de rotación del motor en rpm
 Potencia nominal de motor en hp
 Fecha de fabricación.
 Tamaño y tipo de Equipo.
 Límites máximos y mínimos de condiciones de diseño.",36
section_header,7.10,Materiales,,36
paragraph,7.10,Materiales,"Los materiales de construcción del PAQUETE y equipos asociados deberán cumplir con los requerimientos
que se indican en las hojas de datos, especificaciones de proyector, normas aplicables y estándares
indicados en el capítulo 3 y deben ser adecuados para el servicio especificado. Aplicación de materiales
alternativos deben ser sujetos a revisión y comentarios del CLIENTE.",36
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 31 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
El VENDEDOR deberá proporcionar certificados de materiales según el numeral 12.3 que indiquen las
propiedades químicas y mecánicas de todos los componentes principales del PAQUETE, incluidas las
piezas que contienen presión, las piezas húmedas, etc. Todos los materiales deben ser nuevos, sin usar
y libres de defectos.
Todo el material se especificará en los grados ASTM, en caso de que el VENDEDOR utilice otras normas
para especificar el material, proporcionará una comparación equivalente con ASTM. El VENDEDOR
deberá utilizar productos que no contengan asbesto.",37
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 32 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
8. Aseguramiento de la Calidad, Inspección y Ensayos
El vendedor deberá cumplir con los parámetros establecidos por el CLIENTE en el documento EDP-ET-
001-i.",38
section_header,8.1,Requerimientos de trazabilidad de los materiales,,38
paragraph,8.1,Requerimientos de trazabilidad de los materiales,"El VENDEDOR debe cumplir con los requerimientos específicos indicados en esta especificación y los
documentos anexos, así como con los estándares internacionales y prácticas de revisión, identificación y
marcado efectivo de materiales para su buena trazabilidad.",38
section_header,8.2,Pruebas,,38
paragraph,8.2,Pruebas,"El VENDEDOR deberá realizar todas las pruebas e inspecciones pertinentes como mínimo como está
establecido en el plan de inspección y pruebas (siglas en inglés ITP: Inspection and Test) de la requisición
de materiales del PAQUETE referenciada en el capítulo 3 de esta especificación y los códigos relevantes,
previo al envío de estos.
El plan de inspección y pruebas del CLIENTE es para referencia y guía con lo mínimo exigido para la
entrega del PAQUETE por lo tanto no reemplaza el plan de inspección y pruebas del VENDEDOR quien
es el total responsable de este.
El VENDEDOR deberá realizar todas las inspecciones y pruebas en todos los instrumentos o como esté
indicado en el plan de inspección y pruebas (ITP) suministrado por el CLIENTE.
El VENDEDOR debe presentar los certificados de pruebas y reportes de estas como lo requiera el plan
de inspección y pruebas suministrado por el CLIENTE. Los certificados deben ser válidos por el CLIENTE.
Las actividades de inspecciones y pruebas operativas de los PAQUETES estarán incluidas dentro del
alcance del suministro del VENDEDOR serán de acuerdo con los procedimientos del CLIENTE. Dentro de
las pruebas a realizar estarán sin limitarse a estas:
• Prueba de entradas y salidas.
• Prueba de activación de alarmas.
• Prueba de lógica de operación.
• Prueba de registro de eventos.
• Prueba de comunicaciones.",38
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 33 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
• Prueba de comandos.
• Prueba de visualización de variable y estados.
• Prueba de los puntos de ajuste de operación de los equipos.
• Prueba de operación del panel de control local.
• Prueba de interlock entre otros.
• Pruebas FAT y SAT
Pruebas mecánicas y de funcionamiento del PAQUETE deberá ser realizada para asegurar la operación
apropiada de todos los componentes y dispositivos instalados. El VENDEDOR deberá suministrar los
procedimientos de pruebas al CLIENTE para aprobación con anticipación de dos (2) semanas. Los
procedimientos deberán incluir formatos de registro de datos específicamente preparados para las pruebas
correspondientes. El CLIENTE se reserva el derecho de presenciar estas pruebas.
Todos los instrumentos y dispositivos eléctricos deberán ser calibrados antes del alistamiento para pruebas
de funcionamiento mecánico y de desempeño.
Durante el arranque y estabilización de los equipos intervenidos el VENDEDOR deberá prestar servicio de
apoyo y acompañamiento durante el tiempo que el CLIENTE considere necesario.
La aceptación del desempeño, funcionamiento mecánico, pruebas de funcionamiento o inspecciones no
liberan al VENDEDOR de la responsabilidad de cumplir las condiciones de operación especificadas",39
section_header,8.3,Inspección no Destructiva,,39
section_header,8.3.1,Pruebas de presión,,39
paragraph,8.3.1,Pruebas de presión,"Los ensayos de presión se llevarán a cabo en conformidad con las especificaciones pertinentes del
proyecto, las fichas técnicas, los códigos y las normas a que se refiere en el capítulo 3 de la presente
especificación.
No se realizarán reparaciones después de las pruebas hidrostáticas.",39
section_header,8.3.2,FAT,,39
paragraph,8.3.2,FAT,"La prueba de rendimiento se llevará a cabo de acuerdo con las normas asociadas y los procedimientos
propios del VENDEDOR en las instalaciones de este.",39
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 34 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
9. Servicios en Campo, Asistencia y Entrenamiento
El VENDEDOR proporcionará la asistencia/supervisión técnica en SITIO necesaria durante la instalación,
las pruebas, el alistamiento, el arranque y la puesta en marcha. El VENDEDOR, en su propuesta,
identificará cualquier requisito o recomendación especial para el soporte técnico en el sitio durante la
instalación, el comisionamiento, puesta en marcha y las pruebas en el sitio. La aceptación final del
PAQUETE por parte del CLIENTE estará sujeta a una prueba de rendimiento en el sitio una vez que este
haya sido instalado y puesto en marcha hasta confirmar estabilización de los sistemas asociados.
El VENDEDOR incluirá en un ítem, por separado, dentro de la propuesta los servicios completos y la
asistencia técnica en sitio recomendada indicando claramente las tarifas y los costos, la duración mínima
recomendada y la cantidad de técnicos requeridos. El VENDEDOR acordará con el CLIENTE la fecha para
realizar la asistencia técnica de campo de acuerdo con el cronograma de instalación del PAQUETE.
El VENDEDOR incluirá, en su oferta, la capacitación del personal de operación y mantenimiento del
CLIENTE en sitio. En la oferta, la formación técnica se indicará en un punto aparte.
El VENDEDOR indicará en la propuesta información sobre la formación, como temas, lugares, fechas y
duración. Estos serán acordados entre el VENDEDOR y el CLIENTE durante la reunión de lanzamiento
(en inglés KOM).",40
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 35 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
10. Piezas de Repuesto y Herramientas Especiales
El VENDEDOR deberá incluir en el alcance del suministro las piezas de repuesto y consumibles requeridos
y recomendadas para la instalación, pre-comisionamiento, comisionamiento y puesta en marcha del
PAQUETE.
Se proporcionará la lista recomendada de piezas de repuesto y consumibles para los primeros dos (2)
años de operación. Las piezas de repuesto recomendadas estarán en formato de registro de
intercambiabilidad de piezas de repuesto (SPIR) en un archivo excel y contendrán como mínimo detalles
como el número de pieza, el número de dibujo. material, cantidad e información del VENDEDOR (es decir,
nombre de contacto, cargo, correo electrónico, etc.) incluyendo su precio individual. También las piezas
de repuesto propuestas deberán ser fáciles de conseguir. El VENDEDOR incluirá las piezas de repuesto
durante dos años de operación en su oferta técnica como un artículo separado.
Cualquier pieza de repuesto y onsumibles, además de las cantidades especificadas por el VENDEDOR,
requeridas durante el montaje, el pre-comisionamiento y comisionamiento será suministrada por el
VENDEDOR sin ninguna implicación comercial para el CLIENTE.
La primera carga de cualquier fluido (aceite lubricante, refrigerante etc) requerido para operar el PAQUETE
es alcance de suministro del VENDEDOR.",41
section_header,10.1,Herramientas Especiales,,41
paragraph,10.1,Herramientas Especiales,"Si se requieren herramientas especiales para el funcionamiento y mantenimiento normal del PAQUETE.
El VENDEDOR identificará las herramientas especiales requeridas en su propuesta. La lista de
herramientas especiales se detallará y se presentará para la revisión del CLIENTE en inclusión o no en la
compra del PAQUETE.",41
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 36 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
11. Embalaje, Conservación y Preparación para el Envío
El VENDEDOR será responsable de la preparación para el envío, incluido el embalaje, la protección, la
conservación, el etiquetado y el marcado de todos los componentes alcance del suministro.
Las limitaciones de transporte para el proyecto son:
Descripción Ancho Largo Alto (Nota 1)
No requiere permiso de transporte Máximo 2.6 m Sobresaliendo hacia atrás Máximo 4.4 m
Max. 1 m
Requiere inscripción en el registro Entre 2.6 y 3.6 m Sobresaliendo hacia atrás Máximo 4.4 m
de operadores entre 1 m y 2 m
Requiere procedimiento de Mas de 3.6m Sobresaliendo hacia atrás Mas de 4.4 m
autorización entre 2 m and 3 m
El permiso no está autorizado - Sobresaliendo al frente en -
cualquier longitud
Nota 1: Incluye la altura del vehículo
Tabla 5. Restricciones de Transporte - Fuente: ""Resolución 4959 de 2006""
El VENDEDOR deberá proporcionar una protección adecuada para los componentes fabricados en el taller
para el transporte, el envío y el almacenamiento en el CPF Cupiagua.
Los certificados de prueba de carga deberán ser enviados con todos los equipos requeridos de elevación,
barras esparcidoras, eslingas y grilletes.
Se enviará una copia impresa del manual de instalación y operación con el PAQUETE.",42
section_header,11.1,Embalaje,,42
paragraph,11.1,Embalaje,"El componente deberá embalarse de forma segura para su envío desde la ubicación del VENDEDOR
hasta el destino que indique el CLIENTE. Todas las partes y componentes deben protegerse de daños por
manipulación. Todo embalaje deberá ser adecuado para el transporte marítimo y deberá ajustarse a los
requisitos de embalaje de exportación.
Toda parte y componente del PAQUETE debe embalarse de manera que sea posible manipularlo con grúa
y/o equipo de izaje. Si existe riesgo de daños en los componentes y otros accesorios durante el transporte,
se desmontarán y etiquetarán. Todos los componentes se embalarán de forma segura como se indica
anteriormente.",42
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 37 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
Los componentes del PAQUETE deberán embalarse adecuadamente para soportar al menos 12 meses
de almacenamiento a la intemperie (tropical) en el sitio que indique el CLIENTE antes de la instalación. El
VENDEDOR recomendará e indicará claramente los procedimientos de preservación necesarios que se
necesiten durante el almacenamiento de este.
Las piezas de repuesto (puesta en marcha, comisionamiento, repuestos operativos y repuestos de capital)
y las herramientas especiales se empaquetarán por separado y se marcarán claramente como ""Piezas de
repuesto"" y ""Herramientas especiales"", respectivamente. Los diagramas de pesos (en kg) y ""Centro de
gravedad"" deben marcarse e identificarse claramente.
Todo equipo y/o parte constructiva del PAQUETE se limpiará a fondo internamente y deberá estar libre de
materiales extraños sueltos. El VENDEDOR reemplazará todas las piezas que tengan defectos debidos a
los escombros aflojados que queden de las pruebas en taller a su propio costo.
Todas las superficies no pintadas con el sistema de pintura indicado en el numeral 6.8 deberán estar
recubiertas con grasa protectora contra la corrosión para el transporte y 12 meses de almacenamiento
para ambiente tropical.
Todas las aberturas se cubrirán o taparán para proteger el interior del polvo, el óxido y la humedad.
Las aberturas con bridas deberán estar provistas de cierres metálicos de junta firmemente sujetos con
pernos o abrazaderas.
El VENDEDOR debe indicar el plan completo de conservación/preservación del PAQUETE (actividades,
materiales, consumibles si es necesario) considerando la duración del almacenamiento indicada en la
presente especificación (no menos de 12 meses). Dicho plan forma parte de los documentos técnicos que
el VENDEDOR debe incluir en la oferta.",43
section_header,11.2,Marcado de Envío,,43
paragraph,11.2,Marcado de Envío,"El VENDEDOR adjuntará una lista de embarque, en un recinto impermeable, al exterior del PAQUETE.
Además de los requisitos específicos identificados a través de la documentación a la que se hace
referencia en la solicitud, la lista de embarque indicará claramente como mínimo:
 Nombre del CLIENTE.
 Dirección.
 Nombre del Proyecto.
 Nombre y dirección del VENDEDOR.
 Numero de Orden de Compra del CLIENTE.
 Numero de articulo de la Orden de Compra.
 Entrega parcial o completa para cada número de orden.
 Descripción de contenidos.
 Número de PAQUETES (si aplica).",43
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 38 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
12. Documentación",44
section_header,12.1,General,,44
paragraph,12.1,General,"La documentación técnica emitida por el VENDEDOR será aceptada en inglés y/o español, a excepción
de las instrucciones de preservación y manuales de operación y mantenimiento que deberán ser
desarrollados y emitidos en español.
Después de la orden de compra, el primer documento que presentará el VENDEDOR será el listado de
documentos del VENDEDOR que enumerará todos los planos y documentos que se presentarán para la
revisión del CLIENTE con fechas anticipadas para su emisión.
El listado de documentos del VENDEDOR incluirá planos adicionales que no se enumeran
específicamente en esta especificación y documentos de referencia, pero que se consideran de valor. El
CLIENTE asignará los números de plano y documento en el listado de documentos del VENDEDOR y este
los reflejará durante la presentación de los planos y documentos reales.
Todos los planos deben estar en un formato compatible con SmartPlant y copia en PDF, los documentos
deben estar en MS word o MS excel.
El diseño del PAQUETE integralmente se modelará en un software CAD compatible para integrarse con
SmartPlant 3D (SP3D). Durante el envío final del PAQUETE, el VENDEDOR deberá entregar todos los
archivos pertenecientes al modelo 3D de este, incluida la base de datos, para que pueda integrarse
adecuadamente y sea compatible con el programa SmartPlant empleado por el CLIENTE del proyecto.
La culminación de los requisitos de documentación a satisfacción del CLIENTE será una condición para el
cumplimiento de la obligación del VENDEDOR en virtud del contrato.
Todos los documentos emitidos por el VENDEDOR serán revisados y firmados por este para verificar el
cumplimiento de los códigos y especificaciones antes de que los documentos definitivos se envíen al
CLIENTE. Cualquier documento en el que falte la nota de verificación se considerará no presentado.
El VENDEDOR deberá presentar todos los documentos (incluidos los planos) para su revisión por parte
del CLIENTE. El VENDEDOR deberá enviar una copia electrónica al CLIENTE para fines de revisión.
La revisión, comentarios o aprobación por parte del CLIENTE o cualquier falta de revisión, no eximirá al
VENDEDOR de la responsabilidad por la exactitud, responsabilidad de producir un sistema de trabajo que
cumpla con la intención de la solicitud, especificación y documentación adjunta para la integridad de los
documentos de acuerdo con las buenas prácticas de ingeniería y cumpliendo con el requisito del contrato.
El VENDEDOR deberá seguir el procedimiento de etiquetado del proyecto del CLIENTE que se lista en el
numeral 3.",44
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 39 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
Los planos de disposición general proporcionarán la siguiente información, que permitirá al CLIENTE
revisar el diseño y realizar cualquier esfuerzo de ingeniería necesario en el equipo circundante /
relacionado para el correcto funcionamiento del PAQUETE.
 Vista de planta, elevación y sección del PAQUETE, con anotación ""norte de planta"", según sea
necesario para proporcionar toda la información que se indica a continuación.
 Detalles de todas las ubicaciones de la interfaz de interconexión VENDEDOR/CLIENTE que muestran
las dimensiones finales, las orientaciones, los requisitos de espacio, los materiales, los detalles de
soldadura / pernado / torque para la instalación en campo, otros detalles de instalación de campo
requeridos (requisitos de soldadura, requisitos de aislamiento, etc.), cargas y momentos de boquilla
permitidos, etc.
 Detalles de todas las ubicaciones de interfaz mecánica del VENDEDOR / CLIENTE – pesos del
PAQUETE (vacío y en operación), ubicaciones de soporte estructural / elevaciones / dimensiones,
carga muerta, carga viva, etc. – para el soporte de este con las estructuras.
 Detalles de los materiales de construcción para el PAQUETE tal como se suministra.
 Detalles del alcance del suministro con respecto a la preparación de la superficie y la pintura del
PAQUETE.
 Detalles sobre la elevación / manipulación de equipo para su envío e instalación en el sitio.
 Modelo 3D del PAQUETE en un formato adecuado para ser integrado en SmartPlant.
Para la Instrumentación, el VENDEDOR considerará como mínimo los siguientes, sin limitarse a ellos:
 Planos de cableado de la caja de conexiones.
 Listado de instrumentos.
 Hojas de datos de todos los instrumentos.
 Detalles completos de los sistemas de control del VENDEDOR.
 Guías de instalación.
 Diagramas de conexión de instrumentos.
 Diagramas de cableado de interconexión al sistema de control.
 Disposición del cableado de instrumentos (dentro del patín).
 Detalles del panel de control.
 Diagramas de lazo.
 Índice de cable (patín).
 Listado de cable.
 Diagrama de cableado de bloques.
 Detalles de todos los requisitos de la fuente de alimentación.
 Diagramas de cableado esquemático.
 Filosofía de operación y control.
 Certificados de calibración de fábrica.
 Certificados de uso en áreas clasificadas (si aplica).
 Certificados de cumplimiento con los requisitos de la norma RETIE (Colombia).",45
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 40 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
 Diagrama simplificado de causa y efecto (incluya set point de parada de los equipos)
 Procedimientos e informes FAT.",46
section_header,12.2,Certificados de Pruebas y Documentación de las Pruebas,,46
paragraph,12.2,Certificados de Pruebas y Documentación de las Pruebas,"Se entregarán certificados de cada ensayo mecánico y/o de rendimiento para el PAQUETE, incluidos los
certificados de ensayo hidrostático.
El VENDEDOR proporcionará documentación de prueba que cubra todas las pruebas, que se realizan
durante las etapas de implementación, instalación y puesta en marcha. El VENDEDOR suministrará todos
los certificados de ensayo y calibración pertinentes aplicables al equipo de instrumentación.
Todos los equipos de elevación (si se suministran) deberán estar respaldados por certificados de ensayo",46
section_header,12.3,Certificados de Material,,46
paragraph,12.3,Certificados de Material,"Los certificados de material deberán ser equipados para todos los componentes de acuerdo con códigos
de diseños correspondientes y los estándares de ingeniería.
Como mínimo, todos los componentes de retención de presión / piezas húmedas deberán ser
suministrados con certificación de material según EN 10204 tipo 3.2 y demostrando que el material
equipado cumple con los requerimientos de la especificación y el grado a ser suministrado.
Para todas las piezas no presurizadas, la certificación de material deberá suministrarse según EN 10204
tipo 2.2.
Los requisitos específicos de identificación de materiales se ajustarán a la ficha técnica respectiva.
Todos los componentes deberán ser totalmente trazables hasta el certificado. El VENDEDOR
proporcionará una certificación de material que otorgue propiedades químicas y mecánicas para todos los
componentes principales, incluidas las piezas de retención de presión, etc.",46
section_header,12.4,Manual de Instrucciones,,46
paragraph,12.4,Manual de Instrucciones,"13. Manual de Operación
Este manual debe tener como mínimo y ser separados en los siguientes volúmenes
a) Volumen 1
Este volumen contendrá las funciones y los pasos que deban adoptarse para mantener operaciones
seguras y fiables. Se utilizarán esquemas, planos y diagramas simplificados para apoyar las instrucciones
escritas.",46
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 41 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
Las funciones y descripciones de funcionamiento abordarán específicamente cuestiones como el arranque
y apagado rutinarios, la supervisión y solución de problemas de rutina, así como las funciones de control
manual y automático. Sin embargo, dará una visión general en el documento de filosofía de operación y
control del PAQUETE.
Las instrucciones de mantenimiento menores que normalmente se clasifican como tareas rutinarias de
mantenimiento o supervisión formarán parte de este manual.
b) Volumen 2
Este volumen contendrá instrucciones y procedimientos de funcionamiento detallados relacionados
específicamente con la puesta en marcha, el control y la supervisión del sistema de control de procesos,
así como con las respuestas de emergencia. Se facilitarán diseños esquemáticos que muestren la
ubicación de los dispositivos de parada de emergencia.
c) Volumen 3
Este volumen contendrá copias de dibujos / documentos clave a los que el personal operativo hace
referencia comúnmente. Todos los planos deberán tener como mínimo un tamaño A3 y ser claramente
legibles y en formato incorporado. Los siguientes planos / documentos se dan como una guía mínima y no
constituyen totales requeridos:
 Diagramas de tuberías e instrumentos para sistemas de procesos, servicios públicos y drenajes.
 Condiciones límite de la batería (incluyendo presión / temperatura / caudal y composiciones).
 Unidades detalladas de puesta en marcha, control, apagado y reinicio de esquemas / diagramas
lógicos, arquitectura de control, diagramas de conexión.
 Lista de equipos, hojas de datos de equipos.
 Hojas de datos de instrumentos y cálculos de dimensionamiento.
 Planos típicos para instalación de instrumentos, armarios eléctricos, controlador.
 Programación de instrumentos (número de TAG, marca, número de modelo, rango de calibración, punto
de ajuste y servicio como mínimo).
 Planos de terminación de la caja de conexiones del instrumento y diagramas de cableado.
 Diagramas eléctricos de una sola línea, lista de consumidores eléctricos, programación de cables, lista
de materiales.
 Simplificación de los esquemas generales de control del PAQUETE.
 Cronograma de equipos y sus condiciones normales de operación y calificaciones de diseño.
 Plot plan y distribución de equipos.
 Planos de Disposición General de Equipos.
 Esquemas de control, diagramas de causa y efectos, diagramas de jerarquía y mapa.",47
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 42 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
 Todos los planos (incluido el cableado y el bucle) / documentos relacionados con el conductor, la
instrumentación / control y los auxiliares.
 Alarma y lista de trips.
 Lista de I/O de comunicación serie y lista de verificación.
 El VENDEDOR preparará documentos en formato como parte de la estandarización.",48
