doc_id,doc_type,file_name,_page,_table_idx,_row,table_uid,section_number_near,section_title_near,caption_near,table_order_in_page,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,74,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,74,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,75,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,75,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,76,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,76,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,77,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,77,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,78,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,78,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,79,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,79,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,80,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,80,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,81,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,81,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,1,82,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t01,,,,82,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,2,1,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t02,,,,83,480 / 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,2,2,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t02,,,,84,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,2,3,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t02,,,,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,2,4,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t02,,,,86,,Retorno,Diseño,Max D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,2,2,5,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p002::t02,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,1,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,1,,,,"PROYECTO Ingeniería Detallada Proyecto Acondicionamiento Estratégico de Cupiagua
CLIENTE Ecopetrol S.A.
ESTACIÓN CPF CUPIAGUA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,2,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,2,"HOJA DE DATOS PAQUETE DE
INYECCIÓN DE QUÍMICOS",,,"TAG M156CIP-5503
ESPEC. FFM/F-S-ME-015
P&ID FFD/F-PCF-US-PRE-55-552-2/2
REQUISICIÓN FFM/F-MEQ-014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,3,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,3,67,PRUEBAS Requerida Presenciada Observ.,PREPARACIÓN PARA ENVÍO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,4,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,4,68,"Hidrostática l m m
Precisión l m m
Repetibilidad m m m
Linealidad m m m
m m m
m m m","m Nacional m Exportación mContenedores para exportación
l Almacenamiento a la intemperie para más de 6 meses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,5,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,6,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,6,70,,PESOS (kg) Y DIMENSIONES (NOTA 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,7,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,7,71,,"o Bomba NOTA (2) oPatín
o Reductor oMotor Dimensiones:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,8,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,9,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,9,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,10,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,10,74,FLUIDO DE LUBRICACIÓN (NOTA 3),ACCIONAMIENTO (NOTA 11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,11,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,11,75,"oCárter cigüeñal oIntermedio
oFluido hidráulico","l Motor: MOTOR ELÉCTRICO
n Fabricante: POR PROVEEDOR
n Tipo INDUCCIÓN
o N° bastidor
m Velocidad fija
o Velocidad variable
n Potencia (hp) 1/2 (NOTA 10) rpm 1800
l Voltaje 480 VAC / 120 VAC Fases 3
l Frecuencia 60 Hz Factor servicio 1,15 (NOTA 19)
m Protección
m Otro (ver Hoja de Datos separada)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,12,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,12,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,13,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,13,77,ACCESORIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,14,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,14,78,"TANQUE DE ALMACENAMIENTO (NOTA 22)
Tipo IBC
Capacidad 256 gal
Material Acero inoxidable
Otros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,15,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,15,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,16,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,16,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,17,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,17,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,18,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,18,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,19,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,19,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,20,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,20,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,21,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,21,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,22,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,22,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,23,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,23,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,24,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,24,88,NOTAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,25,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,25,1,"1. P re sió n In ye ccióQ n Te m p e ratu ra dE e
1 N o m b re TA G S e rv icio C au d al[g p d ] u im ico[p n trad a[°F
sig ]M ]M
M in 0.1O in -O in -O
P -5540 S alida de agua del separador de m edia per -M per 75M per 85M
presión V -2002
ax 2M ax -M ax -M
in 0.1O in -O in -O
P -5541 E ntrada de liquidos del separador V -2001 per -M per 67M per 85M
/ G lycol still colum na C T -3301 salida gas
ax 1M ax -M ax -M
in 0.01O in -O in -O
P -5542 S alida de gas del separador de baja per -M per 137M per 85M
presión V -2003 - Linea 12"" - P G - 21130
P aquete de Inyeccion de Q uim(Inhibidor ico ax 0.51M ax -M ax -M
de C orrosión) in 0.1O in -O in -O
P -5543 S alida de gas del separador de alta per -M per 150M per 85M
presión V -2001
ax 1M ax -M ax -M
in 0.3O in -O in -O
P -5544 S alidad de gas del separador de m edia per -M per 80M per 85M
presion V -2002
ax 3M ax -M ax -M
in 0.1O in -O in -O
P -5545 B om ba en S pare per -M per 150M per 85M
ax 2 ax - ax -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,26,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,26,,"2. ES RESPONSABILIDAD DEL PROVEEDOR EL DISEÑO DE DETALLE, ENSAMBLE, PRUEBAS Y SUMINISTRO DE UN (1) PAQUETE DE DOSIFICACIÓN DE QUÍMICO, LA SELECCIÓN FINAL DE LOS MATERIALES DE ACUERDO CON LAS CARACTERÍSTICAS DEL FLUIDO Y CONDICIONES
DE OPERACIÓN, CONDICIONES AMBIENTALES DEL SITIO DE INSTALACIÓN Y LOS ESTÁNDARES DE CALIDAD DE ECOPETROL, GARANTIZANDO LA INTEGRIDAD Y DESEMPEÑO DE LAS BOMBAS DURANTE SU OPERACIÓN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,27,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,27,,"3.ELPROVEEDORDEBECOMPLETARESTAHOJADEDATOS,VERIFICARLOSDATOSSUMINISTRADOSEINDICARLAMEJORALTERNATIVADECADAÍTEM.ENCASODEQUEEXISTANDESVIACIONESCONRESPECTOALAINFORMACIÓNESPECIFICADAENESTEDOCUMENTO
EL PROVEEDOR DEBERÁ PRESENTAR UN LISTADO MENCIONANDO CADA UNA DE ESTAS. EL TIPO DEL CABEZAL HIDRÁULICO DE LAS BOMBAS DE DOSIFICACIÓN DEBERÁ SER DEFINIDO POR EL PROVEEDOR DEL PAQUETE SEGÚN LOS LINEAMIENTOS DE LA API 675.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,28,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,28,,"4. EL PROVEEDOR DEL PAQUETE DEBE SUMINISTRAR EL CONJUNTO BOMBA-MOTOR PARA DOSIFICACIÓN DE QUÍMICO, TIPO MONOBLOCK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,29,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,29,,5. EL NIVEL MÁXIMO DE RUIDO NO DEBE SER MAYOR A 85 DBA @ 1 M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,30,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,30,,6. EL DIÁMETRO DE LAS BOQUILLAS DE CONEXIÓN DE LA BOMBA DEBERÁ SER CONFIRMADO POR EL PROVEEDOR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,31,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,31,,7. EL PAQUETE DEBERÁ CONTAR CON UNA (1) BOMBA QUE SERVIRÁ A UN PUNTO DE INYECCIÓN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,32,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,32,,"8. EL PROVEEDOR DEL PAQUETE DEBERÁ GARANTIZAR, EL CONTROL DE APAGADO Y ARRANQUE DE LAS BOMBA DE MANERA LOCAL E INDEPENDIENTE PARA CADA UNA DE LAS BOMBAS EN EL PAQUETE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,33,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,33,,9. LAS INSPECCIONES Y PRUEBAS REQUERIDAS SE INDICAN EN LAS ESPECIFICACIONES TECNICAS FFM/F-S-ME-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,34,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,34,,10. EL VALOR DE POTENCIA SE INDICA COMO REFERENCIA. EL PROVEEDOR DEBERÁ CONFIRMAR ESTE VALOR CON EL EQUIPO SELECCIONADO PARA LAS CONDICIONES DE OPERACIÓN Y DE DISEÑO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,35,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,35,,"11.ELPROVEEDORDEBESUMINISTRARUNAVÁLVULADECORTEALASUCCIÓNYDESCARGADELABOMBA,UNAVÁLVULADECHEQUEALADESCARGAYUNFILTROENYENLASUCCIÓNDELABOMBA.ADICIONALMENTESEDEBERÁNINSTALARLASVÁLVULASPSV
DENTRODELPATÍNDELABOMBA,UNAVÁLVULABACKPRESSUREODECONTRAPRESIÓN(BPV)EINDICADORESDEPRESIÓNENLADESCARGADELABOMBAANTESDELAVÁLVULADECORTE.LOSINSTRUMENTOSDEBENINSTALARSECONLASVÁLVULASYACCESORIOS
QUE PERMITAN EJECUTAR UN AISLAMIENTO EFECTIVO AL MOMENTO DE REALIZAR MANTENIMIENTOS O REEMPLAZOS DE LOS MISMOS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,36,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,36,,"12.LOSCAUDALESYPRESIONESDEDOSIFICACIÓNSONESTIMADOSCONBASEENINFORMACIÓNSUMINISTRADAPORPROVEEDORESRECONOCIDOSDELQUÍMICOASERDOSIFICADOCONSIDERANDOLACARACTERIZACIÓNPARAELPUNTODEINYECCIÓNINDICADOEN
ESTEDOCUMENTO;SINEMBARGO,ELPROVEEDORDELPAQUETEDEBERÁCONFIRMARESTOSDATOS(INCLUYENDOLACARACTERIZACIÓNDELOSPUNTOSDEINYECCIÓN)DEFORMACONJUNTACONELPROVEEDORDEQUÍMICOESTABLECIDOPORECOPETROLPARAEL
SUMINISTRODELMISMO.ESTOCONELFINDEASEGURARUNADECUADOPROCESODEPROTECCIÓNDELASSUPERFICIESMETÁLICASCONTRAELATAQUEQUÍMICOPORAGUAYOTROSCONTAMINANTESCONELOBJETIVODEDISMINUIRLAVELOCIDADDECORROSIÓN.
ADICIONALMENTE, CON EL FIN DE GARANTIZAR FLEXIBILIDAD EN EL CAUDAL A SER DOSIFICADO, LAS BOMBAS DEBERÁN TENER UN TURNDOWN RATIO DE 10:1 EN EL CUAL EL CAUDAL DEBERÁ TENER UNA PRECISIÓN DEL ± 1 % SEGÚN LO INDICADO EN LA API 675.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,37,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,37,,13. LA PRESIÓN DE DESCARGA GARANTIZA 50 PSIG POR ENCIMA DE LA PRESIÓN DEL PUNTO DE INYECCIÓN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,3,1,38,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p003::t01,,,,38,,"14. EL DISEÑO DEL PATÍN DEBERÁ INCLUIR LAS CONSIDERACIONES POR CARGAS ESTÁTICAS, DURANTE OPERACIÓN, Y CARGAS DINÁMICAS DURANTE EL LLENADO DE RECIPIENTES O TANQUES.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
